,code,type,company
1090,D-AIXC,L2J,Lufthansa
1091,D-AIXD,L2J,Lufthansa
1092,D-AIXE,L2J,Lufthansa
1093,D-AIXF,L2J,Lufthansa
1094,D-AIXG,L2J,Lufthansa
1095,D-AIXH,L2J,Lufthansa
1096,D-AIXI,L2J,Lufthansa
1097,D-AIXJ,L2J,Lufthansa
1098,D-AIXK,L2J,Lufthansa
1099,D-AIXL,L2J,Lufthansa
1100,D-AIXM,L2J,Lufthansa
1101,D-AIXN,L2J,Lufthansa
1102,D-AIXO,L2J,Lufthansa
1103,D-AIXP,L2J,Lufthansa
1104,D-AIXQ,L2J,Lufthansa
1105,D-ANXA,L2J,Air Hamburg
1106,D-BAHB,L2J,Mhs Aviation Gmbh
1107,D-CSOS,L2J,Jetcall Gmbh
1108,D-ELAO,L1T,Inconnu
1109,D-EXTA,L1T,Corporate
1110,D-EYCD,L1P,Inconnu
1111,D-GABT,L2P,Inconnu
1112,D-ICHG,L2T,Avanti Air
1113,D-INFO,L2T,Stf Investment Cc
1114,EC-LEB,L2J,Tag Aviation Spain Sl
1115,F-GKXT,L2J,Air France
1116,F-GSPK,L2J,Air France
1117,F-GSPL,L2J,Air France
1118,F-GSPM,L2J,Air France
1119,F-GSPO,L2J,Air France
1120,F-GSPP,L2J,Air France
1121,F-GSPQ,L2J,Air France
1122,F-GSPU,L2J,Air France
1123,F-GSPX,L2J,Air France
1124,F-GSPZ,L2J,Air France
1125,F-GSQD,L2J,Air France
1126,F-GSQE,L2J,Air France
1127,F-GSQG,L2J,Air France
1128,F-GSQN,L2J,Air France
1129,F-GSQO,L2J,Air France
1130,F-GSQP,L2J,Air France
1131,F-GSQR,L2J,Air France
1132,F-GSQS,L2J,Air France
1133,F-GSQT,L2J,Air France
1134,F-GSQX,L2J,Air France
1135,F-GSQY,L2J,Air France
1136,F-GVMA,L2J,Inconnu
1137,F-GZCB,L2J,Air France
1138,F-GZCF,L2J,Air France
1139,F-GZCI,L2J,Air France
1140,F-GZCK,L2J,Air France
1141,F-GZCM,L2J,Air France
1142,F-GZNE,L2J,Air France
1143,F-GZNF,L2J,Air France
1144,F-GZNG,L2J,Air France
1145,F-GZNH,L2J,Air France
1146,F-GZNI,L2J,Air France
1147,F-GZNJ,L2J,Air France
1148,F-GZNK,L2J,Air France
1149,F-GZNL,L2J,Air France
1150,F-GZNN,L2J,Air France
1151,F-GZNO,L2J,Air France
1152,F-GZNP,L2J,Air France
1153,F-GZNR,L2J,Air France
1154,F-GZNS,L2J,Air France
1155,F-GZNT,L2J,Air France
1156,F-GZNU,L2J,Air France
1157,F-HECD,L3J,Unijet Sa
1158,F-HJAZ,L2J,Corsair International
1159,F-HJLP,L2J,Luxwing
1160,F-HMED,L2J,Airlec Air Espace
1161,F-HRBD,L2J,Air France
1162,F-HRBE,L2J,Air France
1163,F-HRBH,L2J,Air France
1164,F-HSKY,L2J,Corsair International
1165,F-HTYB,L2J,Air France
1166,F-HTYC,L2J,Air France
1167,F-HTYD,L2J,Air France
1168,F-HTYE,L2J,Air France
1169,F-HTYF,L2J,Air France
1170,F-HTYG,L2J,Air France
1171,F-HTYH,L2J,Air France
1172,F-HTYI,L2J,Air France
1173,F-HTYJ,L2J,Air France
1174,F-HTYK,L2J,Air France
1175,F-HTYO ,L2J,Air France
1176,F-HTYP,L2J,Air France
1177,F-HTYQ,L2J,Air France
1178,F-HZEN,L2J,Corsair International
1179,F-HZUG,L2J,Air France
1180,F-HZUH,L2J,Air France
1181,F-HZUI,L2J,Air France
1182,F-ORLB ,L2T,Air Saint-Pierre
1183,F-RAFP,L3J,French Air Force
1184,G-MATO,L3J,Air Charter Scotland
1185,G-SMHA,FA7X,Concierge U
1186,G-TUIC,L2J,Thomson Airways
1187,G-ZBJA,L2J,British Airways
1188,G-ZBJB,L2J,British Airways
1189,G-ZBJC,L2J,British Airways
1190,G-ZBJD,L2J,British Airways
1191,G-ZBJE,L2J,British Airways
1192,G-ZBJF,L2J,British Airways
1193,G-ZBJG,L2J,British Airways
1194,G-ZBJH,L2J,British Airways
1195,G-ZBJI,L2J,British Airways
1196,G-ZBKA,L2J,British Airways
1197,G-ZBKD,L2J,British Airways
1198,G-ZBKE,L2J,British Airways
1199,G-ZBKH,L2J,British Airways
1200,G-ZBKI,L2J,British Airways
1201,G-ZBKJ,L2J,British Airways
1202,G-ZBKK,L2J,British Airways
1203,G-ZBKL,L2J,British Airways
1204,G-ZBKM,L2J,British Airways
1205,G-ZBKN,L2J,British Airways
1206,G-ZBKO,L2J,British Airways
1207,G-ZBKP,L2J,British Airways
1208,G-ZBKS,L2J,British Airways
1209,HB-IBJ,L2J,Adin Ag
1210,HB-JCU ,L2J,Lhami Leasing Limited
1211,HB-JHD,L2J,Swiss International Air Lines Ltd.
1212,HB-JHE,L2J,Swiss International Air Lines Ltd.
1213,HB-JHF,L2J,Swiss International Air Lines Ltd.
1214,HB-JHG,L2J,Swiss International Air Lines Ltd.
1215,HB-JHI,L2J,Swiss International Air Lines Ltd.
1216,HB-JHJ,L2J,Swiss International Air Lines Ltd.
1217,HB-JHK,L2J,Swiss International Air Lines Ltd.
1218,HB-JHL,L2J,Swiss International Air Lines Ltd.
1219,HB-JHM,L2J,Swiss International Air Lines Ltd.
1220,HB-JHN,L2J,Swiss International Air Lines Ltd.
1221,HB-JMA,L4J,Swiss International Air Lines Ltd.
1222,HB-JMB,L4J,Swiss International Air Lines Ltd.
1223,HB-JMH,L4J,Swiss International Air Lines Ltd.
1224,HB-JMI,L4J,Swiss International Air Lines Ltd.
1225,HB-JOB,L3J,Adin Ag
1226,HB-JWC,L2J,Swiss Air-Ambulance Ltd.
1227,HB-YLL,L1P,"Gujer, Hans-jürg"
1228,HI1001,L2J,Corporate
1229,HI1005,L2J,Helicopteros Dominicanos Sa
1230,HI1055,L2J,Helidosa Sa
1231,HI1065,L2J,Helidosa Sa
1232,HI915,L2J,Helidosa Sa
1233,HP-1526CMP,L2J,Copa Airlines
1234,HP-1712CMP,L2J,Copa Airlines
1235,HP-1720CMP,L2J,Copa Airlines
1236,HP-1721CMP,L2J,Copa Airlines
1237,HP-1724CMP,L2J,Copa Airlines
1238,HP-1725CMP,L2J,Copa Airlines
1239,HP-1726CMP,L2J,Copa Airlines
1240,HP-1727CMP,L2J,Copa Airlines
1241,HP-1728CMP,L2J,Copa Airlines
1242,HP-1729CMP,L2J,Copa Airlines
1243,HP-1730CMP,L2J,Copa Airlines
1244,HP-1821CMP,L2J,Copa Airlines
1245,HP-1822CMP,L2J,Copa Airlines
1246,HP-1823CMP,L2J,Copa Airlines
1247,HP-1824CMP,L2J,Copa Airlines
1248,HP-1825CMP,L2J,Copa Airlines
1249,HP-1826CMP,L2J,Copa Airlines
1250,HP-1827CMP,L2J,Copa Airlines
1251,HP-1828CMP,L2J,Copa Airlines
1252,HP-1829CMP,L2J,Copa Airlines
1253,HP-1830CMP,L2J,Copa Airlines
1254,HP-1831CMP,L2J,Copa Airlines
1255,HP-1832CMP,L2J,Copa Airlines
1256,HP-1833CMP,L2J,Copa Airlines
1257,HP-1834CMP,L2J,Copa Airlines
1258,HP-1835CMP,L2J,Copa Airlines
1259,HP-1836CMP,L2J,Copa Airlines
1260,HP-1837CMP,L2J,Copa Airlines
1261,HP-1838CMP,L2J,Copa Airlines
1262,HP-1839CMP,L2J,Copa Airlines
1263,HP-1840CMP,L2J,Copa Airlines
1264,HP-1841CMP,L2J,Copa Airlines
1265,HP-1842CMP,L2J,Copa Airlines
1266,HP-1843CMP,L2J,Copa Airlines
1267,HP-1844CMP,L2J,Copa Airlines
1268,HP-1845CMP,L2J,Copa Airlines
1269,HP-1846CMP,L2J,Copa Airlines
1270,HP-1847CMP,L2J,Copa Airlines
1271,HP-1848CMP,L2J,Copa Airlines
1272,HP-1849CMP,L2J,Copa Airlines
1273,HP-1851CMP,L2J,Copa Airlines
1274,HP-1853CMP,L2J,Copa Airlines
1275,JY-BAA,L2J,Royal Jordanian Airlines
1276,JY-BAB,L2J,Royal Jordanian Airlines
1277,JY-BAC,L2J,Royal Jordanian Airlines
1278,JY-BAE,L2J,Royal Jordanian Airlines
1279,JY-BAF,L2J,Royal Jordanian Airlines
1280,JY-BAG,L2J,Royal Jordanian Airlines
1281,JY-BAH,L2J,Royal Jordanian Airlines
1282,LX-EBO,FA8X,Global Jet Luxembourg
1283,LX-JCV,L4J,Cargolux Airlines International
1284,LX-VCJ,L4J,Cargolux Airlines International
1285,M-ANGO,L2J,Waylawn Limited
1286,M-YFLY,L1T,Fly High Limited
1287,N1,L2J,Tenax Aerospace Llc
1288,N100FN,L2J,Meander Air Ii Llc
1289,N101CG,L1T,Costar Field Research Llc
1290,N101HQ,L2J,Republic Airways Inc
1291,N101UD,L2J,Unicorp Aviation Llc
1292,N102HQ,L2J,Republic Airways Inc
1293,N102LJ,L2J,Leolear Holdings Llc
1294,N103HQ,L2J,Republic Airways Inc
1295,N103SY,L2J,Skywest Airlines Inc
1296,N1040,L2J,Cox Aviation Llc
1297,N1058N,L1T,Avion Capital Corp
1298,N105AD,L2J,Vt Air Llc
1299,N105HQ,L2J,Republic Airways Inc
1300,N105JS,L2J,Bank Of Utah Trustee
1301,N106HQ,L2J,American Eagle
1302,N107HQ,L2J,Republic Airways Inc
1303,N1086F,L1T,Avion Capital Corp
1304,N108HQ,L2J,Republic Airways Inc
1305,N109JS,L2J,Bank Of Utah Trustee
1306,N109QS,L2J,Netjets Sales Inc
1307,N109UW,L2J,American Airlines Inc
1308,N10EF,L2J,Spotlight Management Llc
1309,N10JM,L2J,Andretti Autosport Aviation Inc
1310,N10SE,L2J,Radair Llc
1311,N110HQ,L2J,Wells Fargo Delaware Trust Co Na Trustee
1312,N110JS,L2J,Bank Of Utah Trustee
1313,N110WA,L1P,Musco Sports Lighting Llc
1314,N110WS,L2J,Pack Wikert Ii Llc
1315,N1116W,L1T,Avion Capital Corp
1316,N11191,L2J,United Airlines Inc
1317,N111HQ,L2J,Wells Fargo Delaware Trust Co Na Trustee
1318,N111NY,L1T,Tradewind Aviation
1319,N111QS,L2J,Netjets Sales Inc
1320,N111RF,L1T,Delafield Co
1321,N111US,L2J,American Airlines Inc
1322,N1127M,L2J,One Eleven Aero Llc
1323,N1128M,L2J,One Eleven Aero Llc
1324,N112AF,L1T,Allen Barry K
1325,N112HQ,L2J,Republic Airways Inc
1326,N113HQ,L2J,Republic Airways Inc
1327,N114BD,L2J,Bdag 7x Llc
1328,N114HQ,L2J,Republic Airways Inc
1329,N115HQ,L2J,Republic Airways Inc
1330,N115JJ,L2J,Pog Capital Inc
1331,N115QS,L2J,Netjets Sales Inc
1332,N116HQ,L2J,Republic Airways Inc
1333,N116QS,L2J,Netjets Sales Inc
1334,N117HH,L2J,Zephyr Air Llc
1335,N117HQ,L2J,Republic Airways Inc
1336,N117PW,L1T,Command Air Llc
1337,N117SY,L2J,Skywest Airlines Inc
1338,N117TF,L2J,Tudor Investment Corp
1339,N117UW,L2J,Bank Of Utah Trustee
1340,N118AD,L2J,Elmar Marine Corp
1341,N118HQ,L2J,Republic Airways Inc
1342,N118US,L2J,Bank Of Utah Trustee
1343,N119HQ,L2J,Republic Airways Inc
1344,N119UT,L1T,Lung Biotechnology Pbc
1345,N12028,L2J,American Airlines Inc
1346,N120HF,L2J,General Electric Co
1347,N120HQ,L2J,Republic Airways Inc
1348,N120JP,L2J,Air Gato Enterprises Inc
1349,N120PE,L1T,Titan Aviation Llc
1350,N120UP,L2J,United Parcel Service Co
1351,N12175,L2J,United Airlines Inc
1352,N12195,L2J,United Airlines Inc
1353,N121HQ,L2J,Republic Airways Inc
1354,N121RS,L2J,Wilmington Trust Co Trustee
1355,N121UP,L2J,United Parcel Service Co
1356,N122HQ,L2J,Republic Airways Inc
1357,N122SY,L2J,Skywest Airlines Inc
1358,N122UP,L2J,United Parcel Service Co
1359,N122VR,L2J,Econtrols Operations Llc
1360,N123CJ,L2J,Tm Cj3 Llc
1361,N123ED,L2J,Tvpx Aircraft Solutions Inc Trustee
1362,N123HQ,L2J,Republic Airways Inc
1363,N123KH,L2J,Cp Redux Llc
1364,N124AM,H1T,Bell Helicopter Textron Canada Limitée/ Bell Helicopter Textron Canada Limited
1365,N124HQ,L2J,Republic Airways Inc
1366,N124UP,L2J,United Parcel Service Co
1367,N125GA,L2J,Gulfstream Aerospace Corp
1368,N125HQ,L2J,Republic Airways Inc
1369,N125SY,L2J,Sky West Airlines Inc
1370,N125UP,L2J,United Parcel Service Co
1371,N126HQ,L2J,Republic Airways Inc
1372,N126UP,L2J,C C & E I Llc
1373,N127HQ,L2J,Republic Airways Inc
1374,N127SY,L2J,Skywest Airlines Inc
1375,N127UP,L2J,United Parcel Service Co
1376,N127UW,L2J,American Airlines Inc
1377,N128HQ,L2J,Republic Airways Inc
1378,N128UP,L2J,United Parcel Service Co
1379,N129HQ,L2J,Republic Airways Inc
1380,N129UP,L2J,United Parcel Service Co
1381,N12AR,L1T,Mermerus Llc
1382,N130HQ,L2J,Republic Airways Inc
1383,N130SY,L2J,Skywest Airlines Inc
1384,N130UP,L2J,United Parcel Service Co
1385,N131BV,L2J,T.f. Warren Holdings Corp
1386,N131EV,L2J,Delta Air Lines
1387,N131HQ,L2J,Republic Airways Inc
1388,N131UP,L2J,United Parcel Service Co
1389,N132EV,L2J,Delta Air Lines
1390,N132HQ,L2J,Republic Airways Inc
1391,N133EV,L2J,Delta Connection
1392,N133HQ,L2J,American Eagle
1393,N133UP,L2J,United Parcel Service Co
1394,N1340M,L1P,Aircraft Guaranty Corp Trustee
1395,N134EV,L2J,Delta Connection
1396,N134UP,L2J,United Parcel Service Co
1397,N135EV,L2J,Delta Air Lines
1398,N135HQ,L2J,Republic Airways Inc
1399,N135UP,L2J,United Parcel Service Co
1400,N136EV,L2J,Delta Air Lines
1401,N136HQ,L2J,Republic Airways Inc
1402,N136UP,L2J,United Parcel Service Co
1403,N137EV,L2J,Delta Connection
1404,N137JR,L2T,J R S Sky Inc
1405,N137UP,L2J,United Parcel Service Co
1406,N137WB,L1P,G 137 Llc
1407,N138EV,L2J,Delta Air Lines
1408,N138HQ,L2J,Republic Airways Inc
1409,N138HW,L2J,A O Smith Corp
1410,N138UP,L2J,United Parcel Service Co
1411,N139UP,L2J,United Parcel Service Co
1412,N140UP,L2J,United Parcel Service Co
1413,N141UP,L2J,United Parcel Service Co
1414,N142UP,L2J,United Parcel Service Co
1415,N143UP,L2J,United Parcel Service Co
1416,N144PK,L2J,Profundity Llc
1417,N144UP,L2J,United Parcel Service Co
1418,N145CM,L2J,Cti Of North Carolina Inc
1419,N145UP,L2J,United Parcel Service Co
1420,N146BG,L2J,Aircraft Holdings Inc
1421,N146PQ,L2J,Delta Connection
1422,N146UP,L2J,United Parcel Service Co
1423,N147PQ,L2J,Delta Connection
1424,N147UP,L2J,United Parcel Service Co
1425,N149UP,L2J,United Parcel Service Co
1426,N14HG,L2T,Bear Air Llc
1427,N150GA,L2J,Gulfstream Leasing Llc
1428,N150GV,L2J,Gulfstream Leasing Llc
1429,N150UP,L2J,United Parcel Service Co
1430,N151GG,L2T,Cavu Aviation Llc
1431,N151QS,L2J,Netjets Sales Inc
1432,N151UP,L2J,United Parcel Service Co
1433,N152UP,L2J,United Parcel Service Co
1434,N152UW,L2J,American Airlines Inc
1435,N153PQ,L2J,Delta Connection
1436,N153UP,L2J,United Parcel Service Co
1437,N154EA,L2J,Bank Of Utah Trustee
1438,N154G,L2J,Glf4 1044 Llc
1439,N156RK,L2J,Tvpx Aircraft Solutions Inc Trustee
1440,N156SB,L1T,Spark Aviation Llc
1441,N156UP,L2J,United Parcel Service Co
1442,N157UP,L2J,United Parcel Service Co
1443,N158TW,L2J,Sierra American Corporation
1444,N158UP,L2J,United Parcel Service Co
1445,N159UP,L2J,United Parcel Service Co
1446,N15CF,L2J,Air Metro Llc
1447,N160GG,L2J,Thin Air Holding Llc
1448,N160UP,L2J,United Parcel Service Co
1449,N161PL,L2J,Fly Anytime Llc
1450,N161PQ,L2J,Delta Connection
1451,N161UP,L2J,United Parcel Service Co
1452,N162UP,L2J,United Parcel Service Co
1453,N163CK,L2J,Kalitta Charters LLC
1454,N163SY,L2J,Skywest Airlines Inc
1455,N163UP,L2J,United Parcel Service Co
1456,N164RA,L2J,Tvpx Aircraft Solutions Inc Trustee
1457,N164UP,L2J,United Parcel Service Co
1458,N165UP,L2J,United Parcel Service Co
1459,N166PQ,L2J,Delta Connection
1460,N166SY,L2J,Skywest Airlines Inc
1461,N166UP,L2J,United Parcel Service Co
1462,N166WT,L2T,One Gallon Llc
1463,N167UP,L2J,United Parcel Service Co
1464,N168UP,L2J,United Parcel Service Co
1465,N169LG,L2P,Dog Air Llc
1466,N169UP,L2J,United Parcel Service Co
1467,N16HG,L2T,Bear Air Llc
1468,N170AP,L2J,Maklee Air Llc
1469,N170PQ,L2J,Delta Connection
1470,N170UP,L2J,United Parcel Service Co
1471,N171JC,L2J,Venti Capital Llc
1472,N171UP,L2J,United Parcel Service Co
1473,N172UP,L2J,United Parcel Service Co
1474,N173UP,L2J,United Parcel Service Co
1475,N174SJ,L2J,Sierra Juliet Llc
1476,N174UP,L2J,United Parcel Service Co
1477,N176PQ,L2J,Delta Air Lines
1478,N176SM,L2J,Massmutual Asset Finance Llc
1479,N178PT,L2J,Platinum Aviation Llc
1480,N179SA,L1T,Priority Air Charter Llc
1481,N181GJ,L2J,Delta Connection
1482,N181PQ,L2J,Delta Air Lines
1483,N182GJ,L2J,Delta Connection
1484,N183BX,L2J,Meyer Tool Inc
1485,N183GJ,L2J,Delta Air Lines
1486,N184GJ,L2J,Delta Connection
1487,N1850M,L2J,Kedzie Aircraft Llc
1488,N186PQ,L2J,Delta Connection
1489,N187CR,L2J,Pakawalup Llc
1490,N187GJ,L2J,Delta Air Lines
1491,N1904W,L2J,Sn1237 Llc
1492,N190AS,L1T,Interport Aviation Llc
1493,N191GH,L2J,Richard L Richards Pa Trustee
1494,N1920,L2J,Perdue Farms Inc
1495,N193JC,L2J,Southern Sky Aviation Llc
1496,N195PQ,L2J,Delta Connection
1497,N197PQ,L2J,Delta Air Lines
1498,N199SC,L2J,Mch Wilson Inc
1499,N1AM,L2J,Meruelo Group Llc
1500,N1BB,L2J,Bollinger Enterprises Llc
1501,N1NE,L2J,Bank Of Utah Trustee
1502,N1Y,L2J,Randolph Aviation Llc
1503,N2,L2J,Tenax Aerospace Llc
1504,N200FM,L2T,Sapphire Air Ii Llc
1505,N200JB,L2J,Wilmington Trust Co Trustee
1506,N200MT,L2J,Aerospace Leasing Llc
1507,N200PQ,L2J,Delta Air Lines
1508,N200SY,L2J,Skywest Airlines Inc
1509,N202NN,L2J,American Airlines Inc
1510,N204NN,L2J,American Airlines Inc
1511,N205MS,L2T,Justice Air Inc
1512,N206NN,L2J,American Airlines Inc
1513,N206QS,L2J,Netjets Sales Inc
1514,N207PS,L2J,Skywest Airlines Inc
1515,N207SY,L2J,Skywest Airlines Inc
1516,N208AN,L2J,American Airlines Inc
1517,N208QS,L2J,Netjets Sales Inc
1518,N208US,L2J,Usa Jet Airlines Inc
1519,N209JP,L1T,Beta Air Llc
1520,N211EC,L2J,East Coast Flight Services Inc
1521,N211NN,L2J,American Airlines Inc
1522,N212LP,L2J,Tvpx Aircraft Solutions Inc Trustee
1523,N212NN,L2J,American Airlines Inc
1524,N212RG,L2J,Thk Holdings Llc
1525,N213GS,L2J,Tvpx Aircraft Solutions Inc Trustee
1526,N213PC,L2J,Bank Of Utah Trustee
1527,N213SY,L2J,Skywest Airlines Inc
1528,N214LD,L2J,Tvpx Aircraft Solutions Inc Trustee
1529,N214RW,L2J,Midwest Nas Inc
1530,N215BB,L2J,Bbsi Air I Llc
1531,N215NN,L2J,American Airlines Inc
1532,N215NV,L2J,Sunrise Asset Management Llc
1533,N217CK,L2J,Kalitta Charters LLC
1534,N218NV,L2J,Sunrise Asset Management Llc
1535,N21FE,L2J,Federal Express Corporation
1536,N21RA,L2J,Tvpx Aircraft Solutions Inc Trustee
1537,N220CK,L2J,Kalitta Charters LLC
1538,N220NV,L2J,Sunrise Asset Management Llc
1539,N222NS,L2J,American Airlines Inc
1540,N223JS,L2J,Skywest Airlines Inc
1541,N224NV,L2J,Sunrise Asset Management Llc
1542,N226NN,L2J,American Airlines Inc
1543,N227CK,L2J,Kalitta Charters LLC
1544,N227NN,L2J,American Airlines Inc
1545,N228NN,L2J,American Airlines Inc
1546,N228PQ,L2J,Delta Connection
1547,N228RE,L2J,Cape Clear Llc
1548,N228Y,L2J,Anderson Equipment Co
1549,N229SW,L2T,Berry Aviation Inc
1550,N22HA,L1P,Pottier Michael
1551,N230NN,L2J,American Airlines Inc
1552,N230UH,L1T,U-haul Co Of Oregon
1553,N231AN,L2J,American Airlines Inc
1554,N232BG,L2T,Sunnyfield Aviation Associates Llc
1555,N232CF,L2J,Aero X Aviation Llc
1556,N232PQ,L2J,Delta Connection
1557,N234FJ,L2J,Hhi Holdings Llc
1558,N235EE,L2J,Tcn Transport 300 Llc
1559,N235NN,L2J,American Airlines Inc
1560,N235SW,L2T,Berry Aviation Inc
1561,N23UC,L2J,Bay Equipment Llc
1562,N241MP,L1P,Gv Air Inc
1563,N243AF,L1T,Rigi Inc
1564,N243PG,L2J,Ducera Aviation Llc
1565,N244LJ,L2J,Aerogroup International Llc
1566,N246NN,L2J,American Airlines Inc
1567,N246PS,L2J,Skywest Airlines Inc
1568,N247DR,L2J,Mullett Leasing Llc
1569,N247FR,L3J,Tvpx Aircraft Solutions Inc Trustee
1570,N247FS,L2J,Freon Holdings Llc
1571,N247WE,L2J,Wwe Jet Services Inc
1572,N251NN,L2J,American Airlines Inc
1573,N251QS,L2J,Gmac Air Llc
1574,N253NN,L2J,American Airlines Inc
1575,N255BB,L2T,Pnc Bank Na
1576,N259CK,L2J,Development Authority Of Dekalb County
1577,N25MB,L2J,Bank Of Utah Trustee
1578,N263TA,L2J,Aqua Sun Investments Llc
1579,N264CK,L2J,Kalitta Charters LLC
1580,N268NN,L2J,American Airlines Inc
1581,N268VT,L2J,Avire Llc
1582,N26ME,L2J,J Jets Inc
1583,N26NJ,L2J,Transnet Aviation Group Llc
1584,N270SC,L2J,Trans-exec Air Service Inc
1585,N27190,L2J,United Airlines Inc
1586,N272PQ,L2J,Delta Air Lines
1587,N273LJ,L2J,Eal Leasing Inc
1588,N273LP,L2J,Skyways Inc
1589,N273SF,L2J,Tvpx Aircraft Solutions Inc Trustee
1590,N275LA,L2T,Tend-air Llc
1591,N278MC,L2J,N278mc Llc
1592,N279PQ,L2J,Delta Air Lines
1593,N27HK,L2T,Eagle Air Llc
1594,N27MG,L1T,Avion Capital Corp
1595,N280LS,L2J,Plane 79 Llc
1596,N283DM,L2J,Bank Of Utah Trustee
1597,N284DH,L2J,Kalitta Charters LLC
1598,N285GA,L2J,Pfc Holdings Llc
1599,N288NN,L2J,American Airlines Inc
1600,N288WK,L2J,Sls Travel Llc
1601,N289AW,L2J,Air Gato Enterprises Inc
1602,N289MW,L2J,American Airlines Inc
1603,N28GP,L2J,Genuine Parts Co
1604,N28SP,L2J,Southern Aircraft Consultancy Inc Trustee
1605,N2900D,L2J,Tvpx Ars Inc Trustee
1606,N290CK,L2J,Kalitta Charters LLC
1607,N292PQ,L2J,Delta Air Lines
1608,N293PQ,L2J,Delta Air Lines
1609,N294PQ,L2J,Delta Air Lines
1610,N295AF,L1T,Rigi Inc
1611,N295PQ,L2J,Delta Air Lines
1612,N296PQ,L2J,Delta Air Lines
1613,N297PQ,L2J,Delta Air Lines
1614,N297SW,L2T,Berry Aviation Inc
1615,N298CK,L2J,Kalitta Charters LLC
1616,N298PQ,L2J,Delta Air Lines
1617,N299PQ,L2J,Delta Air Lines
1618,N300GD,L2T,Bell Helicopter Textron Canada Limitée/ Bell Helicopter Textron Canada Limited
1619,N300GF,L2J,Wilbur & Orville Inc
1620,N300PQ,L2J,Delta Air Lines
1621,N300RC,L2J,Jpt Associates Llc
1622,N300WZ,H1P,Nicholas Christopher
1623,N301AZ,L2J,Phenom 300 Llc
1624,N301NV,L2J,Sunrise Asset Management Llc
1625,N301PQ,L2J,Delta Connection
1626,N302AZ,L2J,Phenom 300 Llc
1627,N302PQ,L2J,Bank Of Utah Trustee
1628,N302QS,L2J,Netjets Sales Inc
1629,N303PQ,L2J,Delta Connection
1630,N304FE,L3J,Federal Express Corporation
1631,N304GV,L2J,Grandview Aviation Llc
1632,N304PQ,L2J,Delta Air Lines
1633,N305NV,L2J,Sunrise Asset Management Llc
1634,N305PQ,L2J,Delta Connection
1635,N305QS,L2J,Netjets Sales Inc
1636,N305TC,L2J,Ari Properties Llc
1637,N306FE,L3J,Federal Express Corporation
1638,N306PQ,L2J,Delta Air Lines
1639,N307FE,L3J,Federal Express Corporation
1640,N307NV,L2J,Sunrise Asset Management Llc
1641,N307PQ,L2J,Delta Air Lines
1642,N308PQ,L2J,Delta Air Lines
1643,N308QS,L2J,Netjets Sales Inc
1644,N309PQ,L2J,Delta Air Lines
1645,N30JE,L2J,Tvpx Aircraft Solutions Inc Trustee
1646,N30VR,L2J,Wd Journeys Inc
1647,N310PQ,L2J,Delta Air Lines
1648,N310QS,L2J,Netjets Sales Inc
1649,N311PQ,L2J,Delta Air Lines
1650,N312QS,L2J,Netjets Sales Inc
1651,N313PQ,L2J,Delta Air Lines
1652,N313QS,L2J,Netjets Sales Inc
1653,N314PQ,L2J,Delta Air Lines
1654,N314QS,L2J,Netjets Sales Inc
1655,N314TW,L2J,Sierra American Corporation
1656,N314XA,L2J,Swift Air Llc
1657,N315PQ,L2J,Delta Air Lines
1658,N316FE,L3J,Federal Express Corporation
1659,N316PQ,L2J,Delta Air Lines
1660,N317CA,L2J,Delta Air Lines
1661,N317ML,L2J,General Industries Llc
1662,N318FE,L3J,Federal Express Corporation
1663,N318QS,L2J,Netjets Sales Inc
1664,N319AF,L1T,Rigi Inc
1665,N319FE,L3J,Federal Express Corporation
1666,N319PQ,L2J,Delta Air Lines
1667,N31JE,L2J,N450je Llc
1668,N320PQ,L2J,Delta Air Lines
1669,N321MS,L2J,Taughannock Aviation Corp
1670,N322QS,L2J,Netjets Sales Inc
1671,N324PQ,L2J,Delta Air Lines
1672,N324QS,L2J,Netjets Sales Inc
1673,N324WK,L1P,Delta Private Jets
1674,N325ND,L2J,N D Air Llc
1675,N325NV,L2J,Sunrise Asset Management Llc
1676,N325PQ,L2J,Delta Air Lines
1677,N325QS,L2J,Netjets Sales Inc
1678,N326PQ,L2J,Delta Air Lines
1679,N326QS,L2J,Netjets Sales Inc
1680,N327JZ,L1T,Dhz Llc
1681,N327NV,L2J,Sunrise Asset Management Llc
1682,N327QS,L2J,Netjets Sales Inc
1683,N328PF,L2J,Tacocat Llc
1684,N328QS,L2J,Netjets Sales Inc
1685,N328RP,L2J,N328rp Aviation Llc
1686,N329BH,L2J,Jos Aviation Llc
1687,N329PQ,L2J,Bank Of Utah Trustee
1688,N32MJ,L2J,Magic Johnson Entertainment Inc
1689,N330PQ,L2J,Delta Air Lines
1690,N331CA,L2J,Delta Air Lines
1691,N331MP,L2T,Martins Famous Pastry Shoppe Inc
1692,N331PQ,L2J,Bank Of Utah Trustee
1693,N332QS,L2J,Netjets Sales Inc
1694,N335PQ,L2J,Delta Air Lines
1695,N33610,L2J,Cit2 Holdings Llc
1696,N336PQ,L2J,Delta Air Lines
1697,N337AS,L2J,Executive Airshare Llc
1698,N337NV,L2J,Sunrise Asset Management Llc
1699,N337PQ,L2J,Bank Of Utah Trustee
1700,N337QS,L2J,Netjets Sales Inc
1701,N338QS,L2J,Netjets Sales Inc
1702,N339HP,L2J,Fort Aero House Llc
1703,N340AF,L1T,Rigi Inc
